,labels,directory
32572,91,data\CMATERdb\IsolatedTrain\91\bcc000021.bmp
32573,91,data\CMATERdb\IsolatedTrain\91\bcc000022.bmp
32568,91,data\CMATERdb\IsolatedTrain\91\bcc000017.bmp
32574,91,data\CMATERdb\IsolatedTrain\91\bcc000023.bmp
32575,91,data\CMATERdb\IsolatedTrain\91\bcc000024.bmp
32931,92,data\CMATERdb\IsolatedTrain\92\bcc000179.bmp
32930,92,data\CMATERdb\IsolatedTrain\92\bcc000178.bmp
32929,92,data\CMATERdb\IsolatedTrain\92\bcc000177.bmp
32928,92,data\CMATERdb\IsolatedTrain\92\bcc000176.bmp
32927,92,data\CMATERdb\IsolatedTrain\92\bcc000175.bmp
32926,92,data\CMATERdb\IsolatedTrain\92\bcc000174.bmp
32923,92,data\CMATERdb\IsolatedTrain\92\bcc000171.bmp
32924,92,data\CMATERdb\IsolatedTrain\92\bcc000172.bmp
32922,92,data\CMATERdb\IsolatedTrain\92\bcc000170.bmp
32921,92,data\CMATERdb\IsolatedTrain\92\bcc000169.bmp
32920,92,data\CMATERdb\IsolatedTrain\92\bcc000168.bmp
32919,92,data\CMATERdb\IsolatedTrain\92\bcc000167.bmp
32932,92,data\CMATERdb\IsolatedTrain\92\bcc000180.bmp
32918,92,data\CMATERdb\IsolatedTrain\92\bcc000166.bmp
32925,92,data\CMATERdb\IsolatedTrain\92\bcc000173.bmp
32933,92,data\CMATERdb\IsolatedTrain\92\bcc000181.bmp
32942,92,data\CMATERdb\IsolatedTrain\92\bcc000190.bmp
32935,92,data\CMATERdb\IsolatedTrain\92\bcc000183.bmp
32917,92,data\CMATERdb\IsolatedTrain\92\bcc000165.bmp
32950,92,data\CMATERdb\IsolatedTrain\92\bcc000198.bmp
32949,92,data\CMATERdb\IsolatedTrain\92\bcc000197.bmp
32948,92,data\CMATERdb\IsolatedTrain\92\bcc000196.bmp
32947,92,data\CMATERdb\IsolatedTrain\92\bcc000195.bmp
32946,92,data\CMATERdb\IsolatedTrain\92\bcc000194.bmp
32934,92,data\CMATERdb\IsolatedTrain\92\bcc000182.bmp
32944,92,data\CMATERdb\IsolatedTrain\92\bcc000192.bmp
32941,92,data\CMATERdb\IsolatedTrain\92\bcc000189.bmp
32940,92,data\CMATERdb\IsolatedTrain\92\bcc000188.bmp
32939,92,data\CMATERdb\IsolatedTrain\92\bcc000187.bmp
32938,92,data\CMATERdb\IsolatedTrain\92\bcc000186.bmp
32937,92,data\CMATERdb\IsolatedTrain\92\bcc000185.bmp
32936,92,data\CMATERdb\IsolatedTrain\92\bcc000184.bmp
32943,92,data\CMATERdb\IsolatedTrain\92\bcc000191.bmp
32916,92,data\CMATERdb\IsolatedTrain\92\bcc000164.bmp
32945,92,data\CMATERdb\IsolatedTrain\92\bcc000193.bmp
32914,92,data\CMATERdb\IsolatedTrain\92\bcc000162.bmp
32842,92,data\CMATERdb\IsolatedTrain\92\bcc000090.bmp
32841,92,data\CMATERdb\IsolatedTrain\92\bcc000089.bmp
32840,92,data\CMATERdb\IsolatedTrain\92\bcc000088.bmp
32839,92,data\CMATERdb\IsolatedTrain\92\bcc000087.bmp
32838,92,data\CMATERdb\IsolatedTrain\92\bcc000086.bmp
32837,92,data\CMATERdb\IsolatedTrain\92\bcc000085.bmp
32836,92,data\CMATERdb\IsolatedTrain\92\bcc000084.bmp
32835,92,data\CMATERdb\IsolatedTrain\92\bcc000083.bmp
32834,92,data\CMATERdb\IsolatedTrain\92\bcc000082.bmp
32833,92,data\CMATERdb\IsolatedTrain\92\bcc000081.bmp
32832,92,data\CMATERdb\IsolatedTrain\92\bcc000080.bmp
32831,92,data\CMATERdb\IsolatedTrain\92\bcc000079.bmp
32830,92,data\CMATERdb\IsolatedTrain\92\bcc000078.bmp
32829,92,data\CMATERdb\IsolatedTrain\92\bcc000077.bmp
32828,92,data\CMATERdb\IsolatedTrain\92\bcc000076.bmp
32827,92,data\CMATERdb\IsolatedTrain\92\bcc000075.bmp
32826,92,data\CMATERdb\IsolatedTrain\92\bcc000074.bmp
32825,92,data\CMATERdb\IsolatedTrain\92\bcc000073.bmp
32824,92,data\CMATERdb\IsolatedTrain\92\bcc000072.bmp
32823,92,data\CMATERdb\IsolatedTrain\92\bcc000071.bmp
32822,92,data\CMATERdb\IsolatedTrain\92\bcc000070.bmp
32821,92,data\CMATERdb\IsolatedTrain\92\bcc000069.bmp
32820,92,data\CMATERdb\IsolatedTrain\92\bcc000068.bmp
32819,92,data\CMATERdb\IsolatedTrain\92\bcc000067.bmp
32818,92,data\CMATERdb\IsolatedTrain\92\bcc000066.bmp
32817,92,data\CMATERdb\IsolatedTrain\92\bcc000065.bmp
32816,92,data\CMATERdb\IsolatedTrain\92\bcc000064.bmp
32843,92,data\CMATERdb\IsolatedTrain\92\bcc000091.bmp
32844,92,data\CMATERdb\IsolatedTrain\92\bcc000092.bmp
32845,92,data\CMATERdb\IsolatedTrain\92\bcc000093.bmp
32846,92,data\CMATERdb\IsolatedTrain\92\bcc000094.bmp
32874,92,data\CMATERdb\IsolatedTrain\92\bcc000122.bmp
32873,92,data\CMATERdb\IsolatedTrain\92\bcc000121.bmp
32872,92,data\CMATERdb\IsolatedTrain\92\bcc000120.bmp
32871,92,data\CMATERdb\IsolatedTrain\92\bcc000119.bmp
32870,92,data\CMATERdb\IsolatedTrain\92\bcc000118.bmp
32869,92,data\CMATERdb\IsolatedTrain\92\bcc000117.bmp
32868,92,data\CMATERdb\IsolatedTrain\92\bcc000116.bmp
32867,92,data\CMATERdb\IsolatedTrain\92\bcc000115.bmp
32866,92,data\CMATERdb\IsolatedTrain\92\bcc000114.bmp
32865,92,data\CMATERdb\IsolatedTrain\92\bcc000113.bmp
32864,92,data\CMATERdb\IsolatedTrain\92\bcc000112.bmp
32863,92,data\CMATERdb\IsolatedTrain\92\bcc000111.bmp
32862,92,data\CMATERdb\IsolatedTrain\92\bcc000110.bmp
32815,92,data\CMATERdb\IsolatedTrain\92\bcc000063.bmp
32861,92,data\CMATERdb\IsolatedTrain\92\bcc000109.bmp
32859,92,data\CMATERdb\IsolatedTrain\92\bcc000107.bmp
32858,92,data\CMATERdb\IsolatedTrain\92\bcc000106.bmp
32857,92,data\CMATERdb\IsolatedTrain\92\bcc000105.bmp
32856,92,data\CMATERdb\IsolatedTrain\92\bcc000104.bmp
32855,92,data\CMATERdb\IsolatedTrain\92\bcc000103.bmp
32854,92,data\CMATERdb\IsolatedTrain\92\bcc000102.bmp
32853,92,data\CMATERdb\IsolatedTrain\92\bcc000101.bmp
32852,92,data\CMATERdb\IsolatedTrain\92\bcc000100.bmp
32851,92,data\CMATERdb\IsolatedTrain\92\bcc000099.bmp
32850,92,data\CMATERdb\IsolatedTrain\92\bcc000098.bmp
32849,92,data\CMATERdb\IsolatedTrain\92\bcc000097.bmp
32848,92,data\CMATERdb\IsolatedTrain\92\bcc000096.bmp
32847,92,data\CMATERdb\IsolatedTrain\92\bcc000095.bmp
32860,92,data\CMATERdb\IsolatedTrain\92\bcc000108.bmp
32814,92,data\CMATERdb\IsolatedTrain\92\bcc000062.bmp
32813,92,data\CMATERdb\IsolatedTrain\92\bcc000061.bmp
32812,92,data\CMATERdb\IsolatedTrain\92\bcc000060.bmp
32779,92,data\CMATERdb\IsolatedTrain\92\bcc000027.bmp
32778,92,data\CMATERdb\IsolatedTrain\92\bcc000026.bmp
32777,92,data\CMATERdb\IsolatedTrain\92\bcc000025.bmp
32776,92,data\CMATERdb\IsolatedTrain\92\bcc000024.bmp
32775,92,data\CMATERdb\IsolatedTrain\92\bcc000023.bmp
32774,92,data\CMATERdb\IsolatedTrain\92\bcc000022.bmp
32773,92,data\CMATERdb\IsolatedTrain\92\bcc000021.bmp
32772,92,data\CMATERdb\IsolatedTrain\92\bcc000020.bmp
32771,92,data\CMATERdb\IsolatedTrain\92\bcc000019.bmp
32770,92,data\CMATERdb\IsolatedTrain\92\bcc000018.bmp
32769,92,data\CMATERdb\IsolatedTrain\92\bcc000017.bmp
32768,92,data\CMATERdb\IsolatedTrain\92\bcc000016.bmp
32767,92,data\CMATERdb\IsolatedTrain\92\bcc000015.bmp
32780,92,data\CMATERdb\IsolatedTrain\92\bcc000028.bmp
32766,92,data\CMATERdb\IsolatedTrain\92\bcc000014.bmp
32764,92,data\CMATERdb\IsolatedTrain\92\bcc000012.bmp
32763,92,data\CMATERdb\IsolatedTrain\92\bcc000011.bmp
32762,92,data\CMATERdb\IsolatedTrain\92\bcc000010.bmp
32761,92,data\CMATERdb\IsolatedTrain\92\bcc000009.bmp
32760,92,data\CMATERdb\IsolatedTrain\92\bcc000008.bmp
32759,92,data\CMATERdb\IsolatedTrain\92\bcc000007.bmp
32758,92,data\CMATERdb\IsolatedTrain\92\bcc000006.bmp
32757,92,data\CMATERdb\IsolatedTrain\92\bcc000005.bmp
32756,92,data\CMATERdb\IsolatedTrain\92\bcc000004.bmp
32755,92,data\CMATERdb\IsolatedTrain\92\bcc000003.bmp
32754,92,data\CMATERdb\IsolatedTrain\92\bcc000002.bmp
32753,92,data\CMATERdb\IsolatedTrain\92\bcc000001.bmp
32752,92,data\CMATERdb\IsolatedTrain\92\bcc000000.bmp
32765,92,data\CMATERdb\IsolatedTrain\92\bcc000013.bmp
32915,92,data\CMATERdb\IsolatedTrain\92\bcc000163.bmp
32781,92,data\CMATERdb\IsolatedTrain\92\bcc000029.bmp
32783,92,data\CMATERdb\IsolatedTrain\92\bcc000031.bmp
32811,92,data\CMATERdb\IsolatedTrain\92\bcc000059.bmp
32810,92,data\CMATERdb\IsolatedTrain\92\bcc000058.bmp
32809,92,data\CMATERdb\IsolatedTrain\92\bcc000057.bmp
32808,92,data\CMATERdb\IsolatedTrain\92\bcc000056.bmp
32807,92,data\CMATERdb\IsolatedTrain\92\bcc000055.bmp
32806,92,data\CMATERdb\IsolatedTrain\92\bcc000054.bmp
32805,92,data\CMATERdb\IsolatedTrain\92\bcc000053.bmp
32804,92,data\CMATERdb\IsolatedTrain\92\bcc000052.bmp
32803,92,data\CMATERdb\IsolatedTrain\92\bcc000051.bmp
32802,92,data\CMATERdb\IsolatedTrain\92\bcc000050.bmp
32801,92,data\CMATERdb\IsolatedTrain\92\bcc000049.bmp
32800,92,data\CMATERdb\IsolatedTrain\92\bcc000048.bmp
32799,92,data\CMATERdb\IsolatedTrain\92\bcc000047.bmp
32782,92,data\CMATERdb\IsolatedTrain\92\bcc000030.bmp
32798,92,data\CMATERdb\IsolatedTrain\92\bcc000046.bmp
32796,92,data\CMATERdb\IsolatedTrain\92\bcc000044.bmp
32795,92,data\CMATERdb\IsolatedTrain\92\bcc000043.bmp
32794,92,data\CMATERdb\IsolatedTrain\92\bcc000042.bmp
32793,92,data\CMATERdb\IsolatedTrain\92\bcc000041.bmp
32792,92,data\CMATERdb\IsolatedTrain\92\bcc000040.bmp
32791,92,data\CMATERdb\IsolatedTrain\92\bcc000039.bmp
32790,92,data\CMATERdb\IsolatedTrain\92\bcc000038.bmp
32789,92,data\CMATERdb\IsolatedTrain\92\bcc000037.bmp
32788,92,data\CMATERdb\IsolatedTrain\92\bcc000036.bmp
32787,92,data\CMATERdb\IsolatedTrain\92\bcc000035.bmp
32786,92,data\CMATERdb\IsolatedTrain\92\bcc000034.bmp
32785,92,data\CMATERdb\IsolatedTrain\92\bcc000033.bmp
32784,92,data\CMATERdb\IsolatedTrain\92\bcc000032.bmp
32797,92,data\CMATERdb\IsolatedTrain\92\bcc000045.bmp
32876,92,data\CMATERdb\IsolatedTrain\92\bcc000124.bmp
32875,92,data\CMATERdb\IsolatedTrain\92\bcc000123.bmp
32878,92,data\CMATERdb\IsolatedTrain\92\bcc000126.bmp
32895,92,data\CMATERdb\IsolatedTrain\92\bcc000143.bmp
32894,92,data\CMATERdb\IsolatedTrain\92\bcc000142.bmp
32893,92,data\CMATERdb\IsolatedTrain\92\bcc000141.bmp
32892,92,data\CMATERdb\IsolatedTrain\92\bcc000140.bmp
32891,92,data\CMATERdb\IsolatedTrain\92\bcc000139.bmp
32890,92,data\CMATERdb\IsolatedTrain\92\bcc000138.bmp
32889,92,data\CMATERdb\IsolatedTrain\92\bcc000137.bmp
32896,92,data\CMATERdb\IsolatedTrain\92\bcc000144.bmp
32888,92,data\CMATERdb\IsolatedTrain\92\bcc000136.bmp
32886,92,data\CMATERdb\IsolatedTrain\92\bcc000134.bmp
32884,92,data\CMATERdb\IsolatedTrain\92\bcc000132.bmp
32883,92,data\CMATERdb\IsolatedTrain\92\bcc000131.bmp
32882,92,data\CMATERdb\IsolatedTrain\92\bcc000130.bmp
32881,92,data\CMATERdb\IsolatedTrain\92\bcc000129.bmp
32880,92,data\CMATERdb\IsolatedTrain\92\bcc000128.bmp
32879,92,data\CMATERdb\IsolatedTrain\92\bcc000127.bmp
32887,92,data\CMATERdb\IsolatedTrain\92\bcc000135.bmp
32897,92,data\CMATERdb\IsolatedTrain\92\bcc000145.bmp
32885,92,data\CMATERdb\IsolatedTrain\92\bcc000133.bmp
32899,92,data\CMATERdb\IsolatedTrain\92\bcc000147.bmp
32898,92,data\CMATERdb\IsolatedTrain\92\bcc000146.bmp
32913,92,data\CMATERdb\IsolatedTrain\92\bcc000161.bmp
32912,92,data\CMATERdb\IsolatedTrain\92\bcc000160.bmp
32911,92,data\CMATERdb\IsolatedTrain\92\bcc000159.bmp
32910,92,data\CMATERdb\IsolatedTrain\92\bcc000158.bmp
32909,92,data\CMATERdb\IsolatedTrain\92\bcc000157.bmp
32908,92,data\CMATERdb\IsolatedTrain\92\bcc000156.bmp
32877,92,data\CMATERdb\IsolatedTrain\92\bcc000125.bmp
32906,92,data\CMATERdb\IsolatedTrain\92\bcc000154.bmp
32905,92,data\CMATERdb\IsolatedTrain\92\bcc000153.bmp
32904,92,data\CMATERdb\IsolatedTrain\92\bcc000152.bmp
32907,92,data\CMATERdb\IsolatedTrain\92\bcc000155.bmp
32903,92,data\CMATERdb\IsolatedTrain\92\bcc000151.bmp
32902,92,data\CMATERdb\IsolatedTrain\92\bcc000150.bmp
32901,92,data\CMATERdb\IsolatedTrain\92\bcc000149.bmp
32900,92,data\CMATERdb\IsolatedTrain\92\bcc000148.bmp
33050,93,data\CMATERdb\IsolatedTrain\93\bcc000099.bmp
33127,93,data\CMATERdb\IsolatedTrain\93\bcc000176.bmp
33126,93,data\CMATERdb\IsolatedTrain\93\bcc000175.bmp
33049,93,data\CMATERdb\IsolatedTrain\93\bcc000098.bmp
33123,93,data\CMATERdb\IsolatedTrain\93\bcc000172.bmp
33124,93,data\CMATERdb\IsolatedTrain\93\bcc000173.bmp
33128,93,data\CMATERdb\IsolatedTrain\93\bcc000177.bmp
33122,93,data\CMATERdb\IsolatedTrain\93\bcc000171.bmp
33121,93,data\CMATERdb\IsolatedTrain\93\bcc000170.bmp
33120,93,data\CMATERdb\IsolatedTrain\93\bcc000169.bmp
33119,93,data\CMATERdb\IsolatedTrain\93\bcc000168.bmp
33125,93,data\CMATERdb\IsolatedTrain\93\bcc000174.bmp
33129,93,data\CMATERdb\IsolatedTrain\93\bcc000178.bmp
33133,93,data\CMATERdb\IsolatedTrain\93\bcc000182.bmp
33131,93,data\CMATERdb\IsolatedTrain\93\bcc000180.bmp
33132,93,data\CMATERdb\IsolatedTrain\93\bcc000181.bmp
33134,93,data\CMATERdb\IsolatedTrain\93\bcc000183.bmp
33135,93,data\CMATERdb\IsolatedTrain\93\bcc000184.bmp
33136,93,data\CMATERdb\IsolatedTrain\93\bcc000185.bmp
33137,93,data\CMATERdb\IsolatedTrain\93\bcc000186.bmp
33139,93,data\CMATERdb\IsolatedTrain\93\bcc000188.bmp
33140,93,data\CMATERdb\IsolatedTrain\93\bcc000189.bmp
33141,93,data\CMATERdb\IsolatedTrain\93\bcc000190.bmp
33142,93,data\CMATERdb\IsolatedTrain\93\bcc000191.bmp
33051,93,data\CMATERdb\IsolatedTrain\93\bcc000100.bmp
33052,93,data\CMATERdb\IsolatedTrain\93\bcc000101.bmp
33118,93,data\CMATERdb\IsolatedTrain\93\bcc000167.bmp
33130,93,data\CMATERdb\IsolatedTrain\93\bcc000179.bmp
33138,93,data\CMATERdb\IsolatedTrain\93\bcc000187.bmp
33117,93,data\CMATERdb\IsolatedTrain\93\bcc000166.bmp
33115,93,data\CMATERdb\IsolatedTrain\93\bcc000164.bmp
33080,93,data\CMATERdb\IsolatedTrain\93\bcc000129.bmp
33079,93,data\CMATERdb\IsolatedTrain\93\bcc000128.bmp
33078,93,data\CMATERdb\IsolatedTrain\93\bcc000127.bmp
33077,93,data\CMATERdb\IsolatedTrain\93\bcc000126.bmp
33076,93,data\CMATERdb\IsolatedTrain\93\bcc000125.bmp
33075,93,data\CMATERdb\IsolatedTrain\93\bcc000124.bmp
33074,93,data\CMATERdb\IsolatedTrain\93\bcc000123.bmp
33073,93,data\CMATERdb\IsolatedTrain\93\bcc000122.bmp
33072,93,data\CMATERdb\IsolatedTrain\93\bcc000121.bmp
33071,93,data\CMATERdb\IsolatedTrain\93\bcc000120.bmp
33070,93,data\CMATERdb\IsolatedTrain\93\bcc000119.bmp
33069,93,data\CMATERdb\IsolatedTrain\93\bcc000118.bmp
33068,93,data\CMATERdb\IsolatedTrain\93\bcc000117.bmp
33081,93,data\CMATERdb\IsolatedTrain\93\bcc000130.bmp
33067,93,data\CMATERdb\IsolatedTrain\93\bcc000116.bmp
33065,93,data\CMATERdb\IsolatedTrain\93\bcc000114.bmp
33064,93,data\CMATERdb\IsolatedTrain\93\bcc000113.bmp
33063,93,data\CMATERdb\IsolatedTrain\93\bcc000112.bmp
33062,93,data\CMATERdb\IsolatedTrain\93\bcc000111.bmp
33061,93,data\CMATERdb\IsolatedTrain\93\bcc000110.bmp
33060,93,data\CMATERdb\IsolatedTrain\93\bcc000109.bmp
33059,93,data\CMATERdb\IsolatedTrain\93\bcc000108.bmp
33058,93,data\CMATERdb\IsolatedTrain\93\bcc000107.bmp
33057,93,data\CMATERdb\IsolatedTrain\93\bcc000106.bmp
33056,93,data\CMATERdb\IsolatedTrain\93\bcc000105.bmp
33055,93,data\CMATERdb\IsolatedTrain\93\bcc000104.bmp
33054,93,data\CMATERdb\IsolatedTrain\93\bcc000103.bmp
33053,93,data\CMATERdb\IsolatedTrain\93\bcc000102.bmp
33066,93,data\CMATERdb\IsolatedTrain\93\bcc000115.bmp
33082,93,data\CMATERdb\IsolatedTrain\93\bcc000131.bmp
33083,93,data\CMATERdb\IsolatedTrain\93\bcc000132.bmp
33084,93,data\CMATERdb\IsolatedTrain\93\bcc000133.bmp
33114,93,data\CMATERdb\IsolatedTrain\93\bcc000163.bmp
33113,93,data\CMATERdb\IsolatedTrain\93\bcc000162.bmp
33112,93,data\CMATERdb\IsolatedTrain\93\bcc000161.bmp
33111,93,data\CMATERdb\IsolatedTrain\93\bcc000160.bmp
33110,93,data\CMATERdb\IsolatedTrain\93\bcc000159.bmp
33109,93,data\CMATERdb\IsolatedTrain\93\bcc000158.bmp
33108,93,data\CMATERdb\IsolatedTrain\93\bcc000157.bmp
33107,93,data\CMATERdb\IsolatedTrain\93\bcc000156.bmp
33106,93,data\CMATERdb\IsolatedTrain\93\bcc000155.bmp
33104,93,data\CMATERdb\IsolatedTrain\93\bcc000153.bmp
33103,93,data\CMATERdb\IsolatedTrain\93\bcc000152.bmp
33102,93,data\CMATERdb\IsolatedTrain\93\bcc000151.bmp
33101,93,data\CMATERdb\IsolatedTrain\93\bcc000150.bmp
33100,93,data\CMATERdb\IsolatedTrain\93\bcc000149.bmp
33099,93,data\CMATERdb\IsolatedTrain\93\bcc000148.bmp
33098,93,data\CMATERdb\IsolatedTrain\93\bcc000147.bmp
33097,93,data\CMATERdb\IsolatedTrain\93\bcc000146.bmp
33096,93,data\CMATERdb\IsolatedTrain\93\bcc000145.bmp
33095,93,data\CMATERdb\IsolatedTrain\93\bcc000144.bmp
33094,93,data\CMATERdb\IsolatedTrain\93\bcc000143.bmp
33093,93,data\CMATERdb\IsolatedTrain\93\bcc000142.bmp
33092,93,data\CMATERdb\IsolatedTrain\93\bcc000141.bmp
33091,93,data\CMATERdb\IsolatedTrain\93\bcc000140.bmp
33090,93,data\CMATERdb\IsolatedTrain\93\bcc000139.bmp
33089,93,data\CMATERdb\IsolatedTrain\93\bcc000138.bmp
33088,93,data\CMATERdb\IsolatedTrain\93\bcc000137.bmp
33087,93,data\CMATERdb\IsolatedTrain\93\bcc000136.bmp
33086,93,data\CMATERdb\IsolatedTrain\93\bcc000135.bmp
33085,93,data\CMATERdb\IsolatedTrain\93\bcc000134.bmp
33116,93,data\CMATERdb\IsolatedTrain\93\bcc000165.bmp
33048,93,data\CMATERdb\IsolatedTrain\93\bcc000097.bmp
33105,93,data\CMATERdb\IsolatedTrain\93\bcc000154.bmp
33046,93,data\CMATERdb\IsolatedTrain\93\bcc000095.bmp
32976,93,data\CMATERdb\IsolatedTrain\93\bcc000025.bmp
32977,93,data\CMATERdb\IsolatedTrain\93\bcc000026.bmp
32978,93,data\CMATERdb\IsolatedTrain\93\bcc000027.bmp
32979,93,data\CMATERdb\IsolatedTrain\93\bcc000028.bmp
32980,93,data\CMATERdb\IsolatedTrain\93\bcc000029.bmp
32981,93,data\CMATERdb\IsolatedTrain\93\bcc000030.bmp
32982,93,data\CMATERdb\IsolatedTrain\93\bcc000031.bmp
32983,93,data\CMATERdb\IsolatedTrain\93\bcc000032.bmp
32984,93,data\CMATERdb\IsolatedTrain\93\bcc000033.bmp
32975,93,data\CMATERdb\IsolatedTrain\93\bcc000024.bmp
32985,93,data\CMATERdb\IsolatedTrain\93\bcc000034.bmp
32987,93,data\CMATERdb\IsolatedTrain\93\bcc000036.bmp
32988,93,data\CMATERdb\IsolatedTrain\93\bcc000037.bmp
32989,93,data\CMATERdb\IsolatedTrain\93\bcc000038.bmp
32990,93,data\CMATERdb\IsolatedTrain\93\bcc000039.bmp
32991,93,data\CMATERdb\IsolatedTrain\93\bcc000040.bmp
32992,93,data\CMATERdb\IsolatedTrain\93\bcc000041.bmp
32993,93,data\CMATERdb\IsolatedTrain\93\bcc000042.bmp
32994,93,data\CMATERdb\IsolatedTrain\93\bcc000043.bmp
32995,93,data\CMATERdb\IsolatedTrain\93\bcc000044.bmp
32986,93,data\CMATERdb\IsolatedTrain\93\bcc000035.bmp
32974,93,data\CMATERdb\IsolatedTrain\93\bcc000023.bmp
32972,93,data\CMATERdb\IsolatedTrain\93\bcc000021.bmp
32971,93,data\CMATERdb\IsolatedTrain\93\bcc000020.bmp
32951,93,data\CMATERdb\IsolatedTrain\93\bcc000000.bmp
33047,93,data\CMATERdb\IsolatedTrain\93\bcc000096.bmp
32952,93,data\CMATERdb\IsolatedTrain\93\bcc000001.bmp
32953,93,data\CMATERdb\IsolatedTrain\93\bcc000002.bmp
32954,93,data\CMATERdb\IsolatedTrain\93\bcc000003.bmp
32955,93,data\CMATERdb\IsolatedTrain\93\bcc000004.bmp
32956,93,data\CMATERdb\IsolatedTrain\93\bcc000005.bmp
32957,93,data\CMATERdb\IsolatedTrain\93\bcc000006.bmp
32958,93,data\CMATERdb\IsolatedTrain\93\bcc000007.bmp
32959,93,data\CMATERdb\IsolatedTrain\93\bcc000008.bmp
32960,93,data\CMATERdb\IsolatedTrain\93\bcc000009.bmp
32961,93,data\CMATERdb\IsolatedTrain\93\bcc000010.bmp
32962,93,data\CMATERdb\IsolatedTrain\93\bcc000011.bmp
32963,93,data\CMATERdb\IsolatedTrain\93\bcc000012.bmp
32964,93,data\CMATERdb\IsolatedTrain\93\bcc000013.bmp
32965,93,data\CMATERdb\IsolatedTrain\93\bcc000014.bmp
32966,93,data\CMATERdb\IsolatedTrain\93\bcc000015.bmp
32967,93,data\CMATERdb\IsolatedTrain\93\bcc000016.bmp
32968,93,data\CMATERdb\IsolatedTrain\93\bcc000017.bmp
32969,93,data\CMATERdb\IsolatedTrain\93\bcc000018.bmp
32970,93,data\CMATERdb\IsolatedTrain\93\bcc000019.bmp
32996,93,data\CMATERdb\IsolatedTrain\93\bcc000045.bmp
32997,93,data\CMATERdb\IsolatedTrain\93\bcc000046.bmp
32973,93,data\CMATERdb\IsolatedTrain\93\bcc000022.bmp
32999,93,data\CMATERdb\IsolatedTrain\93\bcc000048.bmp
33025,93,data\CMATERdb\IsolatedTrain\93\bcc000074.bmp
33026,93,data\CMATERdb\IsolatedTrain\93\bcc000075.bmp
33027,93,data\CMATERdb\IsolatedTrain\93\bcc000076.bmp
33028,93,data\CMATERdb\IsolatedTrain\93\bcc000077.bmp
33029,93,data\CMATERdb\IsolatedTrain\93\bcc000078.bmp
33030,93,data\CMATERdb\IsolatedTrain\93\bcc000079.bmp
33031,93,data\CMATERdb\IsolatedTrain\93\bcc000080.bmp
33032,93,data\CMATERdb\IsolatedTrain\93\bcc000081.bmp
33045,93,data\CMATERdb\IsolatedTrain\93\bcc000094.bmp
33034,93,data\CMATERdb\IsolatedTrain\93\bcc000083.bmp
33035,93,data\CMATERdb\IsolatedTrain\93\bcc000084.bmp
33036,93,data\CMATERdb\IsolatedTrain\93\bcc000085.bmp
33037,93,data\CMATERdb\IsolatedTrain\93\bcc000086.bmp
33038,93,data\CMATERdb\IsolatedTrain\93\bcc000087.bmp
33039,93,data\CMATERdb\IsolatedTrain\93\bcc000088.bmp
33040,93,data\CMATERdb\IsolatedTrain\93\bcc000089.bmp
33041,93,data\CMATERdb\IsolatedTrain\93\bcc000090.bmp
33042,93,data\CMATERdb\IsolatedTrain\93\bcc000091.bmp
33043,93,data\CMATERdb\IsolatedTrain\93\bcc000092.bmp
33044,93,data\CMATERdb\IsolatedTrain\93\bcc000093.bmp
32998,93,data\CMATERdb\IsolatedTrain\93\bcc000047.bmp
33024,93,data\CMATERdb\IsolatedTrain\93\bcc000073.bmp
33023,93,data\CMATERdb\IsolatedTrain\93\bcc000072.bmp
33033,93,data\CMATERdb\IsolatedTrain\93\bcc000082.bmp
33022,93,data\CMATERdb\IsolatedTrain\93\bcc000071.bmp
33000,93,data\CMATERdb\IsolatedTrain\93\bcc000049.bmp
33001,93,data\CMATERdb\IsolatedTrain\93\bcc000050.bmp
33002,93,data\CMATERdb\IsolatedTrain\93\bcc000051.bmp
33003,93,data\CMATERdb\IsolatedTrain\93\bcc000052.bmp
33004,93,data\CMATERdb\IsolatedTrain\93\bcc000053.bmp
33005,93,data\CMATERdb\IsolatedTrain\93\bcc000054.bmp
33007,93,data\CMATERdb\IsolatedTrain\93\bcc000056.bmp
33008,93,data\CMATERdb\IsolatedTrain\93\bcc000057.bmp
33009,93,data\CMATERdb\IsolatedTrain\93\bcc000058.bmp
33010,93,data\CMATERdb\IsolatedTrain\93\bcc000059.bmp
33006,93,data\CMATERdb\IsolatedTrain\93\bcc000055.bmp
33012,93,data\CMATERdb\IsolatedTrain\93\bcc000061.bmp
33013,93,data\CMATERdb\IsolatedTrain\93\bcc000062.bmp
33014,93,data\CMATERdb\IsolatedTrain\93\bcc000063.bmp
33015,93,data\CMATERdb\IsolatedTrain\93\bcc000064.bmp
33016,93,data\CMATERdb\IsolatedTrain\93\bcc000065.bmp
33017,93,data\CMATERdb\IsolatedTrain\93\bcc000066.bmp
33018,93,data\CMATERdb\IsolatedTrain\93\bcc000067.bmp
33019,93,data\CMATERdb\IsolatedTrain\93\bcc000068.bmp
33020,93,data\CMATERdb\IsolatedTrain\93\bcc000069.bmp
33011,93,data\CMATERdb\IsolatedTrain\93\bcc000060.bmp
33021,93,data\CMATERdb\IsolatedTrain\93\bcc000070.bmp
33286,94,data\CMATERdb\IsolatedTrain\94\2\bcc000034.bmp
33285,94,data\CMATERdb\IsolatedTrain\94\2\bcc000033.bmp
33284,94,data\CMATERdb\IsolatedTrain\94\2\bcc000032.bmp
