,labels,directory
8090,91,data\CMATERdb\IsolatedTest\91\bcc000035.bmp
8089,91,data\CMATERdb\IsolatedTest\91\bcc000034.bmp
8088,91,data\CMATERdb\IsolatedTest\91\bcc000033.bmp
8087,91,data\CMATERdb\IsolatedTest\91\bcc000032.bmp
8086,91,data\CMATERdb\IsolatedTest\91\bcc000031.bmp
8074,91,data\CMATERdb\IsolatedTest\91\bcc000019.bmp
8084,91,data\CMATERdb\IsolatedTest\91\bcc000029.bmp
8085,91,data\CMATERdb\IsolatedTest\91\bcc000030.bmp
8082,91,data\CMATERdb\IsolatedTest\91\bcc000027.bmp
8081,91,data\CMATERdb\IsolatedTest\91\bcc000026.bmp
8080,91,data\CMATERdb\IsolatedTest\91\bcc000025.bmp
8079,91,data\CMATERdb\IsolatedTest\91\bcc000024.bmp
8078,91,data\CMATERdb\IsolatedTest\91\bcc000023.bmp
8077,91,data\CMATERdb\IsolatedTest\91\bcc000022.bmp
8076,91,data\CMATERdb\IsolatedTest\91\bcc000021.bmp
8083,91,data\CMATERdb\IsolatedTest\91\bcc000028.bmp
8148,92,data\CMATERdb\IsolatedTest\92\bcc000043.bmp
8146,92,data\CMATERdb\IsolatedTest\92\bcc000041.bmp
8147,92,data\CMATERdb\IsolatedTest\92\bcc000042.bmp
8149,92,data\CMATERdb\IsolatedTest\92\bcc000044.bmp
8145,92,data\CMATERdb\IsolatedTest\92\bcc000040.bmp
8151,92,data\CMATERdb\IsolatedTest\92\bcc000046.bmp
8152,92,data\CMATERdb\IsolatedTest\92\bcc000047.bmp
8153,92,data\CMATERdb\IsolatedTest\92\bcc000048.bmp
8150,92,data\CMATERdb\IsolatedTest\92\bcc000045.bmp
8144,92,data\CMATERdb\IsolatedTest\92\bcc000039.bmp
8124,92,data\CMATERdb\IsolatedTest\92\bcc000019.bmp
8142,92,data\CMATERdb\IsolatedTest\92\bcc000037.bmp
8115,92,data\CMATERdb\IsolatedTest\92\bcc000010.bmp
8116,92,data\CMATERdb\IsolatedTest\92\bcc000011.bmp
8117,92,data\CMATERdb\IsolatedTest\92\bcc000012.bmp
8118,92,data\CMATERdb\IsolatedTest\92\bcc000013.bmp
8119,92,data\CMATERdb\IsolatedTest\92\bcc000014.bmp
8120,92,data\CMATERdb\IsolatedTest\92\bcc000015.bmp
8121,92,data\CMATERdb\IsolatedTest\92\bcc000016.bmp
8114,92,data\CMATERdb\IsolatedTest\92\bcc000009.bmp
8122,92,data\CMATERdb\IsolatedTest\92\bcc000017.bmp
8132,92,data\CMATERdb\IsolatedTest\92\bcc000027.bmp
8131,92,data\CMATERdb\IsolatedTest\92\bcc000026.bmp
8130,92,data\CMATERdb\IsolatedTest\92\bcc000025.bmp
8129,92,data\CMATERdb\IsolatedTest\92\bcc000024.bmp
8128,92,data\CMATERdb\IsolatedTest\92\bcc000023.bmp
8127,92,data\CMATERdb\IsolatedTest\92\bcc000022.bmp
8126,92,data\CMATERdb\IsolatedTest\92\bcc000021.bmp
8143,92,data\CMATERdb\IsolatedTest\92\bcc000038.bmp
8125,92,data\CMATERdb\IsolatedTest\92\bcc000020.bmp
8133,92,data\CMATERdb\IsolatedTest\92\bcc000028.bmp
8112,92,data\CMATERdb\IsolatedTest\92\bcc000007.bmp
8141,92,data\CMATERdb\IsolatedTest\92\bcc000036.bmp
8140,92,data\CMATERdb\IsolatedTest\92\bcc000035.bmp
8139,92,data\CMATERdb\IsolatedTest\92\bcc000034.bmp
8138,92,data\CMATERdb\IsolatedTest\92\bcc000033.bmp
8137,92,data\CMATERdb\IsolatedTest\92\bcc000032.bmp
8136,92,data\CMATERdb\IsolatedTest\92\bcc000031.bmp
8135,92,data\CMATERdb\IsolatedTest\92\bcc000030.bmp
8113,92,data\CMATERdb\IsolatedTest\92\bcc000008.bmp
8134,92,data\CMATERdb\IsolatedTest\92\bcc000029.bmp
8105,92,data\CMATERdb\IsolatedTest\92\bcc000000.bmp
8106,92,data\CMATERdb\IsolatedTest\92\bcc000001.bmp
8107,92,data\CMATERdb\IsolatedTest\92\bcc000002.bmp
8108,92,data\CMATERdb\IsolatedTest\92\bcc000003.bmp
8109,92,data\CMATERdb\IsolatedTest\92\bcc000004.bmp
8110,92,data\CMATERdb\IsolatedTest\92\bcc000005.bmp
8111,92,data\CMATERdb\IsolatedTest\92\bcc000006.bmp
8123,92,data\CMATERdb\IsolatedTest\92\bcc000018.bmp
8179,93,data\CMATERdb\IsolatedTest\93\bcc000025.bmp
8180,93,data\CMATERdb\IsolatedTest\93\bcc000026.bmp
8182,93,data\CMATERdb\IsolatedTest\93\bcc000028.bmp
8200,93,data\CMATERdb\IsolatedTest\93\bcc000046.bmp
8199,93,data\CMATERdb\IsolatedTest\93\bcc000045.bmp
8198,93,data\CMATERdb\IsolatedTest\93\bcc000044.bmp
8197,93,data\CMATERdb\IsolatedTest\93\bcc000043.bmp
8196,93,data\CMATERdb\IsolatedTest\93\bcc000042.bmp
8195,93,data\CMATERdb\IsolatedTest\93\bcc000041.bmp
8194,93,data\CMATERdb\IsolatedTest\93\bcc000040.bmp
8193,93,data\CMATERdb\IsolatedTest\93\bcc000039.bmp
8192,93,data\CMATERdb\IsolatedTest\93\bcc000038.bmp
8191,93,data\CMATERdb\IsolatedTest\93\bcc000037.bmp
8189,93,data\CMATERdb\IsolatedTest\93\bcc000035.bmp
8188,93,data\CMATERdb\IsolatedTest\93\bcc000034.bmp
8187,93,data\CMATERdb\IsolatedTest\93\bcc000033.bmp
8186,93,data\CMATERdb\IsolatedTest\93\bcc000032.bmp
8185,93,data\CMATERdb\IsolatedTest\93\bcc000031.bmp
8184,93,data\CMATERdb\IsolatedTest\93\bcc000030.bmp
8183,93,data\CMATERdb\IsolatedTest\93\bcc000029.bmp
8181,93,data\CMATERdb\IsolatedTest\93\bcc000027.bmp
8178,93,data\CMATERdb\IsolatedTest\93\bcc000024.bmp
8190,93,data\CMATERdb\IsolatedTest\93\bcc000036.bmp
8176,93,data\CMATERdb\IsolatedTest\93\bcc000022.bmp
8177,93,data\CMATERdb\IsolatedTest\93\bcc000023.bmp
8154,93,data\CMATERdb\IsolatedTest\93\bcc000000.bmp
8155,93,data\CMATERdb\IsolatedTest\93\bcc000001.bmp
8156,93,data\CMATERdb\IsolatedTest\93\bcc000002.bmp
8157,93,data\CMATERdb\IsolatedTest\93\bcc000003.bmp
8158,93,data\CMATERdb\IsolatedTest\93\bcc000004.bmp
8159,93,data\CMATERdb\IsolatedTest\93\bcc000005.bmp
8160,93,data\CMATERdb\IsolatedTest\93\bcc000006.bmp
8161,93,data\CMATERdb\IsolatedTest\93\bcc000007.bmp
8162,93,data\CMATERdb\IsolatedTest\93\bcc000008.bmp
8163,93,data\CMATERdb\IsolatedTest\93\bcc000009.bmp
8175,93,data\CMATERdb\IsolatedTest\93\bcc000021.bmp
8165,93,data\CMATERdb\IsolatedTest\93\bcc000011.bmp
8164,93,data\CMATERdb\IsolatedTest\93\bcc000010.bmp
8173,93,data\CMATERdb\IsolatedTest\93\bcc000019.bmp
8172,93,data\CMATERdb\IsolatedTest\93\bcc000018.bmp
8171,93,data\CMATERdb\IsolatedTest\93\bcc000017.bmp
8174,93,data\CMATERdb\IsolatedTest\93\bcc000020.bmp
8169,93,data\CMATERdb\IsolatedTest\93\bcc000015.bmp
8168,93,data\CMATERdb\IsolatedTest\93\bcc000014.bmp
8167,93,data\CMATERdb\IsolatedTest\93\bcc000013.bmp
8166,93,data\CMATERdb\IsolatedTest\93\bcc000012.bmp
8170,93,data\CMATERdb\IsolatedTest\93\bcc000016.bmp
8240,94,data\CMATERdb\IsolatedTest\94\2\bcc000012.bmp
8230,94,data\CMATERdb\IsolatedTest\94\2\bcc000002.bmp
8231,94,data\CMATERdb\IsolatedTest\94\2\bcc000003.bmp
8232,94,data\CMATERdb\IsolatedTest\94\2\bcc000004.bmp
8233,94,data\CMATERdb\IsolatedTest\94\2\bcc000005.bmp
8234,94,data\CMATERdb\IsolatedTest\94\2\bcc000006.bmp
8235,94,data\CMATERdb\IsolatedTest\94\2\bcc000007.bmp
8237,94,data\CMATERdb\IsolatedTest\94\2\bcc000009.bmp
8238,94,data\CMATERdb\IsolatedTest\94\2\bcc000010.bmp
8239,94,data\CMATERdb\IsolatedTest\94\2\bcc000011.bmp
8241,94,data\CMATERdb\IsolatedTest\94\2\bcc000013.bmp
8246,94,data\CMATERdb\IsolatedTest\94\2\bcc000018.bmp
8243,94,data\CMATERdb\IsolatedTest\94\2\bcc000015.bmp
8244,94,data\CMATERdb\IsolatedTest\94\2\bcc000016.bmp
8245,94,data\CMATERdb\IsolatedTest\94\2\bcc000017.bmp
8229,94,data\CMATERdb\IsolatedTest\94\2\bcc000001.bmp
8247,94,data\CMATERdb\IsolatedTest\94\2\bcc000019.bmp
8248,94,data\CMATERdb\IsolatedTest\94\2\bcc000020.bmp
8249,94,data\CMATERdb\IsolatedTest\94\2\bcc000021.bmp
8250,94,data\CMATERdb\IsolatedTest\94\2\bcc000022.bmp
8251,94,data\CMATERdb\IsolatedTest\94\2\bcc000023.bmp
8252,94,data\CMATERdb\IsolatedTest\94\2\bcc000024.bmp
8242,94,data\CMATERdb\IsolatedTest\94\2\bcc000014.bmp
8228,94,data\CMATERdb\IsolatedTest\94\2\bcc000000.bmp
8236,94,data\CMATERdb\IsolatedTest\94\2\bcc000008.bmp
8226,94,data\CMATERdb\IsolatedTest\94\1\bcc000025.bmp
8227,94,data\CMATERdb\IsolatedTest\94\1\bcc000026.bmp
8202,94,data\CMATERdb\IsolatedTest\94\1\bcc000001.bmp
8203,94,data\CMATERdb\IsolatedTest\94\1\bcc000002.bmp
8204,94,data\CMATERdb\IsolatedTest\94\1\bcc000003.bmp
8205,94,data\CMATERdb\IsolatedTest\94\1\bcc000004.bmp
8206,94,data\CMATERdb\IsolatedTest\94\1\bcc000005.bmp
8207,94,data\CMATERdb\IsolatedTest\94\1\bcc000006.bmp
8208,94,data\CMATERdb\IsolatedTest\94\1\bcc000007.bmp
8209,94,data\CMATERdb\IsolatedTest\94\1\bcc000008.bmp
8210,94,data\CMATERdb\IsolatedTest\94\1\bcc000009.bmp
8211,94,data\CMATERdb\IsolatedTest\94\1\bcc000010.bmp
8212,94,data\CMATERdb\IsolatedTest\94\1\bcc000011.bmp
8213,94,data\CMATERdb\IsolatedTest\94\1\bcc000012.bmp
8201,94,data\CMATERdb\IsolatedTest\94\1\bcc000000.bmp
8215,94,data\CMATERdb\IsolatedTest\94\1\bcc000014.bmp
8214,94,data\CMATERdb\IsolatedTest\94\1\bcc000013.bmp
8224,94,data\CMATERdb\IsolatedTest\94\1\bcc000023.bmp
8223,94,data\CMATERdb\IsolatedTest\94\1\bcc000022.bmp
8222,94,data\CMATERdb\IsolatedTest\94\1\bcc000021.bmp
8221,94,data\CMATERdb\IsolatedTest\94\1\bcc000020.bmp
8225,94,data\CMATERdb\IsolatedTest\94\1\bcc000024.bmp
8219,94,data\CMATERdb\IsolatedTest\94\1\bcc000018.bmp
8218,94,data\CMATERdb\IsolatedTest\94\1\bcc000017.bmp
8217,94,data\CMATERdb\IsolatedTest\94\1\bcc000016.bmp
8216,94,data\CMATERdb\IsolatedTest\94\1\bcc000015.bmp
8220,94,data\CMATERdb\IsolatedTest\94\1\bcc000019.bmp
8292,95,data\CMATERdb\IsolatedTest\95\bcc000039.bmp
8291,95,data\CMATERdb\IsolatedTest\95\bcc000038.bmp
8290,95,data\CMATERdb\IsolatedTest\95\bcc000037.bmp
8289,95,data\CMATERdb\IsolatedTest\95\bcc000036.bmp
8287,95,data\CMATERdb\IsolatedTest\95\bcc000034.bmp
8286,95,data\CMATERdb\IsolatedTest\95\bcc000033.bmp
8285,95,data\CMATERdb\IsolatedTest\95\bcc000032.bmp
8284,95,data\CMATERdb\IsolatedTest\95\bcc000031.bmp
8293,95,data\CMATERdb\IsolatedTest\95\bcc000040.bmp
8283,95,data\CMATERdb\IsolatedTest\95\bcc000030.bmp
8288,95,data\CMATERdb\IsolatedTest\95\bcc000035.bmp
8294,95,data\CMATERdb\IsolatedTest\95\bcc000041.bmp
8300,95,data\CMATERdb\IsolatedTest\95\bcc000047.bmp
8296,95,data\CMATERdb\IsolatedTest\95\bcc000043.bmp
8297,95,data\CMATERdb\IsolatedTest\95\bcc000044.bmp
8298,95,data\CMATERdb\IsolatedTest\95\bcc000045.bmp
8299,95,data\CMATERdb\IsolatedTest\95\bcc000046.bmp
8301,95,data\CMATERdb\IsolatedTest\95\bcc000048.bmp
8302,95,data\CMATERdb\IsolatedTest\95\bcc000049.bmp
8303,95,data\CMATERdb\IsolatedTest\95\bcc000050.bmp
8304,95,data\CMATERdb\IsolatedTest\95\bcc000051.bmp
8305,95,data\CMATERdb\IsolatedTest\95\bcc000052.bmp
8306,95,data\CMATERdb\IsolatedTest\95\bcc000053.bmp
8282,95,data\CMATERdb\IsolatedTest\95\bcc000029.bmp
8295,95,data\CMATERdb\IsolatedTest\95\bcc000042.bmp
8281,95,data\CMATERdb\IsolatedTest\95\bcc000028.bmp
8262,95,data\CMATERdb\IsolatedTest\95\bcc000009.bmp
8279,95,data\CMATERdb\IsolatedTest\95\bcc000026.bmp
8253,95,data\CMATERdb\IsolatedTest\95\bcc000000.bmp
8254,95,data\CMATERdb\IsolatedTest\95\bcc000001.bmp
8280,95,data\CMATERdb\IsolatedTest\95\bcc000027.bmp
8255,95,data\CMATERdb\IsolatedTest\95\bcc000002.bmp
8256,95,data\CMATERdb\IsolatedTest\95\bcc000003.bmp
8257,95,data\CMATERdb\IsolatedTest\95\bcc000004.bmp
8258,95,data\CMATERdb\IsolatedTest\95\bcc000005.bmp
8259,95,data\CMATERdb\IsolatedTest\95\bcc000006.bmp
8260,95,data\CMATERdb\IsolatedTest\95\bcc000007.bmp
8263,95,data\CMATERdb\IsolatedTest\95\bcc000010.bmp
8264,95,data\CMATERdb\IsolatedTest\95\bcc000011.bmp
8265,95,data\CMATERdb\IsolatedTest\95\bcc000012.bmp
8261,95,data\CMATERdb\IsolatedTest\95\bcc000008.bmp
8267,95,data\CMATERdb\IsolatedTest\95\bcc000014.bmp
8278,95,data\CMATERdb\IsolatedTest\95\bcc000025.bmp
8277,95,data\CMATERdb\IsolatedTest\95\bcc000024.bmp
8266,95,data\CMATERdb\IsolatedTest\95\bcc000013.bmp
8275,95,data\CMATERdb\IsolatedTest\95\bcc000022.bmp
8274,95,data\CMATERdb\IsolatedTest\95\bcc000021.bmp
8273,95,data\CMATERdb\IsolatedTest\95\bcc000020.bmp
8276,95,data\CMATERdb\IsolatedTest\95\bcc000023.bmp
8271,95,data\CMATERdb\IsolatedTest\95\bcc000018.bmp
8270,95,data\CMATERdb\IsolatedTest\95\bcc000017.bmp
8269,95,data\CMATERdb\IsolatedTest\95\bcc000016.bmp
8268,95,data\CMATERdb\IsolatedTest\95\bcc000015.bmp
8272,95,data\CMATERdb\IsolatedTest\95\bcc000019.bmp
8344,96,data\CMATERdb\IsolatedTest\96\bcc000037.bmp
8335,96,data\CMATERdb\IsolatedTest\96\bcc000028.bmp
8336,96,data\CMATERdb\IsolatedTest\96\bcc000029.bmp
8337,96,data\CMATERdb\IsolatedTest\96\bcc000030.bmp
8338,96,data\CMATERdb\IsolatedTest\96\bcc000031.bmp
8339,96,data\CMATERdb\IsolatedTest\96\bcc000032.bmp
8340,96,data\CMATERdb\IsolatedTest\96\bcc000033.bmp
8341,96,data\CMATERdb\IsolatedTest\96\bcc000034.bmp
8342,96,data\CMATERdb\IsolatedTest\96\bcc000035.bmp
8343,96,data\CMATERdb\IsolatedTest\96\bcc000036.bmp
8345,96,data\CMATERdb\IsolatedTest\96\bcc000038.bmp
8358,96,data\CMATERdb\IsolatedTest\96\bcc000051.bmp
8347,96,data\CMATERdb\IsolatedTest\96\bcc000040.bmp
8348,96,data\CMATERdb\IsolatedTest\96\bcc000041.bmp
8350,96,data\CMATERdb\IsolatedTest\96\bcc000043.bmp
8351,96,data\CMATERdb\IsolatedTest\96\bcc000044.bmp
8352,96,data\CMATERdb\IsolatedTest\96\bcc000045.bmp
8353,96,data\CMATERdb\IsolatedTest\96\bcc000046.bmp
8354,96,data\CMATERdb\IsolatedTest\96\bcc000047.bmp
8356,96,data\CMATERdb\IsolatedTest\96\bcc000049.bmp
8357,96,data\CMATERdb\IsolatedTest\96\bcc000050.bmp
8334,96,data\CMATERdb\IsolatedTest\96\bcc000027.bmp
8346,96,data\CMATERdb\IsolatedTest\96\bcc000039.bmp
8333,96,data\CMATERdb\IsolatedTest\96\bcc000026.bmp
8355,96,data\CMATERdb\IsolatedTest\96\bcc000048.bmp
8331,96,data\CMATERdb\IsolatedTest\96\bcc000024.bmp
8332,96,data\CMATERdb\IsolatedTest\96\bcc000025.bmp
8307,96,data\CMATERdb\IsolatedTest\96\bcc000000.bmp
8308,96,data\CMATERdb\IsolatedTest\96\bcc000001.bmp
8309,96,data\CMATERdb\IsolatedTest\96\bcc000002.bmp
8310,96,data\CMATERdb\IsolatedTest\96\bcc000003.bmp
8311,96,data\CMATERdb\IsolatedTest\96\bcc000004.bmp
8312,96,data\CMATERdb\IsolatedTest\96\bcc000005.bmp
8313,96,data\CMATERdb\IsolatedTest\96\bcc000006.bmp
8314,96,data\CMATERdb\IsolatedTest\96\bcc000007.bmp
8315,96,data\CMATERdb\IsolatedTest\96\bcc000008.bmp
8316,96,data\CMATERdb\IsolatedTest\96\bcc000009.bmp
8317,96,data\CMATERdb\IsolatedTest\96\bcc000010.bmp
8349,96,data\CMATERdb\IsolatedTest\96\bcc000042.bmp
8319,96,data\CMATERdb\IsolatedTest\96\bcc000012.bmp
8318,96,data\CMATERdb\IsolatedTest\96\bcc000011.bmp
8329,96,data\CMATERdb\IsolatedTest\96\bcc000022.bmp
8328,96,data\CMATERdb\IsolatedTest\96\bcc000021.bmp
8327,96,data\CMATERdb\IsolatedTest\96\bcc000020.bmp
8326,96,data\CMATERdb\IsolatedTest\96\bcc000019.bmp
8330,96,data\CMATERdb\IsolatedTest\96\bcc000023.bmp
8324,96,data\CMATERdb\IsolatedTest\96\bcc000017.bmp
8323,96,data\CMATERdb\IsolatedTest\96\bcc000016.bmp
8322,96,data\CMATERdb\IsolatedTest\96\bcc000015.bmp
8321,96,data\CMATERdb\IsolatedTest\96\bcc000014.bmp
8320,96,data\CMATERdb\IsolatedTest\96\bcc000013.bmp
8325,96,data\CMATERdb\IsolatedTest\96\bcc000018.bmp
8403,97,data\CMATERdb\IsolatedTest\97\2\bcc000018.bmp
8402,97,data\CMATERdb\IsolatedTest\97\2\bcc000017.bmp
8401,97,data\CMATERdb\IsolatedTest\97\2\bcc000016.bmp
8400,97,data\CMATERdb\IsolatedTest\97\2\bcc000015.bmp
8399,97,data\CMATERdb\IsolatedTest\97\2\bcc000014.bmp
8395,97,data\CMATERdb\IsolatedTest\97\2\bcc000010.bmp
8397,97,data\CMATERdb\IsolatedTest\97\2\bcc000012.bmp
8394,97,data\CMATERdb\IsolatedTest\97\2\bcc000009.bmp
8393,97,data\CMATERdb\IsolatedTest\97\2\bcc000008.bmp
8392,97,data\CMATERdb\IsolatedTest\97\2\bcc000007.bmp
8404,97,data\CMATERdb\IsolatedTest\97\2\bcc000019.bmp
8398,97,data\CMATERdb\IsolatedTest\97\2\bcc000013.bmp
8405,97,data\CMATERdb\IsolatedTest\97\2\bcc000020.bmp
8412,97,data\CMATERdb\IsolatedTest\97\2\bcc000027.bmp
8407,97,data\CMATERdb\IsolatedTest\97\2\bcc000022.bmp
8408,97,data\CMATERdb\IsolatedTest\97\2\bcc000023.bmp
8409,97,data\CMATERdb\IsolatedTest\97\2\bcc000024.bmp
8410,97,data\CMATERdb\IsolatedTest\97\2\bcc000025.bmp
8411,97,data\CMATERdb\IsolatedTest\97\2\bcc000026.bmp
8391,97,data\CMATERdb\IsolatedTest\97\2\bcc000006.bmp
8413,97,data\CMATERdb\IsolatedTest\97\2\bcc000028.bmp
8414,97,data\CMATERdb\IsolatedTest\97\2\bcc000029.bmp
8415,97,data\CMATERdb\IsolatedTest\97\2\bcc000030.bmp
8416,97,data\CMATERdb\IsolatedTest\97\2\bcc000031.bmp
8417,97,data\CMATERdb\IsolatedTest\97\2\bcc000032.bmp
8418,97,data\CMATERdb\IsolatedTest\97\2\bcc000033.bmp
8419,97,data\CMATERdb\IsolatedTest\97\2\bcc000034.bmp
8406,97,data\CMATERdb\IsolatedTest\97\2\bcc000021.bmp
8390,97,data\CMATERdb\IsolatedTest\97\2\bcc000005.bmp
8396,97,data\CMATERdb\IsolatedTest\97\2\bcc000011.bmp
8388,97,data\CMATERdb\IsolatedTest\97\2\bcc000003.bmp
8359,97,data\CMATERdb\IsolatedTest\97\1\bcc000000.bmp
8360,97,data\CMATERdb\IsolatedTest\97\1\bcc000001.bmp
8361,97,data\CMATERdb\IsolatedTest\97\1\bcc000002.bmp
8362,97,data\CMATERdb\IsolatedTest\97\1\bcc000003.bmp
8389,97,data\CMATERdb\IsolatedTest\97\2\bcc000004.bmp
8364,97,data\CMATERdb\IsolatedTest\97\1\bcc000005.bmp
8365,97,data\CMATERdb\IsolatedTest\97\1\bcc000006.bmp
8366,97,data\CMATERdb\IsolatedTest\97\1\bcc000007.bmp
8367,97,data\CMATERdb\IsolatedTest\97\1\bcc000008.bmp
8368,97,data\CMATERdb\IsolatedTest\97\1\bcc000009.bmp
8369,97,data\CMATERdb\IsolatedTest\97\1\bcc000010.bmp
8370,97,data\CMATERdb\IsolatedTest\97\1\bcc000011.bmp
8371,97,data\CMATERdb\IsolatedTest\97\1\bcc000012.bmp
8372,97,data\CMATERdb\IsolatedTest\97\1\bcc000013.bmp
8373,97,data\CMATERdb\IsolatedTest\97\1\bcc000014.bmp
8363,97,data\CMATERdb\IsolatedTest\97\1\bcc000004.bmp
8375,97,data\CMATERdb\IsolatedTest\97\1\bcc000016.bmp
8387,97,data\CMATERdb\IsolatedTest\97\2\bcc000002.bmp
8374,97,data\CMATERdb\IsolatedTest\97\1\bcc000015.bmp
8385,97,data\CMATERdb\IsolatedTest\97\2\bcc000000.bmp
8384,97,data\CMATERdb\IsolatedTest\97\1\bcc000025.bmp
8383,97,data\CMATERdb\IsolatedTest\97\1\bcc000024.bmp
8382,97,data\CMATERdb\IsolatedTest\97\1\bcc000023.bmp
8386,97,data\CMATERdb\IsolatedTest\97\2\bcc000001.bmp
8380,97,data\CMATERdb\IsolatedTest\97\1\bcc000021.bmp
8379,97,data\CMATERdb\IsolatedTest\97\1\bcc000020.bmp
8378,97,data\CMATERdb\IsolatedTest\97\1\bcc000019.bmp
8377,97,data\CMATERdb\IsolatedTest\97\1\bcc000018.bmp
8376,97,data\CMATERdb\IsolatedTest\97\1\bcc000017.bmp
8381,97,data\CMATERdb\IsolatedTest\97\1\bcc000022.bmp
8448,98,data\CMATERdb\IsolatedTest\98\bcc000028.bmp
8449,98,data\CMATERdb\IsolatedTest\98\bcc000029.bmp
8450,98,data\CMATERdb\IsolatedTest\98\bcc000030.bmp
8451,98,data\CMATERdb\IsolatedTest\98\bcc000031.bmp
8452,98,data\CMATERdb\IsolatedTest\98\bcc000032.bmp
8453,98,data\CMATERdb\IsolatedTest\98\bcc000033.bmp
8454,98,data\CMATERdb\IsolatedTest\98\bcc000034.bmp
8455,98,data\CMATERdb\IsolatedTest\98\bcc000035.bmp
8456,98,data\CMATERdb\IsolatedTest\98\bcc000036.bmp
8457,98,data\CMATERdb\IsolatedTest\98\bcc000037.bmp
8459,98,data\CMATERdb\IsolatedTest\98\bcc000039.bmp
8460,98,data\CMATERdb\IsolatedTest\98\bcc000040.bmp
8461,98,data\CMATERdb\IsolatedTest\98\bcc000041.bmp
8462,98,data\CMATERdb\IsolatedTest\98\bcc000042.bmp
8463,98,data\CMATERdb\IsolatedTest\98\bcc000043.bmp
8464,98,data\CMATERdb\IsolatedTest\98\bcc000044.bmp
8465,98,data\CMATERdb\IsolatedTest\98\bcc000045.bmp
8466,98,data\CMATERdb\IsolatedTest\98\bcc000046.bmp
8467,98,data\CMATERdb\IsolatedTest\98\bcc000047.bmp
8468,98,data\CMATERdb\IsolatedTest\98\bcc000048.bmp
8447,98,data\CMATERdb\IsolatedTest\98\bcc000027.bmp
8458,98,data\CMATERdb\IsolatedTest\98\bcc000038.bmp
8446,98,data\CMATERdb\IsolatedTest\98\bcc000026.bmp
8433,98,data\CMATERdb\IsolatedTest\98\bcc000013.bmp
8444,98,data\CMATERdb\IsolatedTest\98\bcc000024.bmp
8445,98,data\CMATERdb\IsolatedTest\98\bcc000025.bmp
8420,98,data\CMATERdb\IsolatedTest\98\bcc000000.bmp
8421,98,data\CMATERdb\IsolatedTest\98\bcc000001.bmp
8422,98,data\CMATERdb\IsolatedTest\98\bcc000002.bmp
8423,98,data\CMATERdb\IsolatedTest\98\bcc000003.bmp
8424,98,data\CMATERdb\IsolatedTest\98\bcc000004.bmp
8425,98,data\CMATERdb\IsolatedTest\98\bcc000005.bmp
8427,98,data\CMATERdb\IsolatedTest\98\bcc000007.bmp
8428,98,data\CMATERdb\IsolatedTest\98\bcc000008.bmp
8429,98,data\CMATERdb\IsolatedTest\98\bcc000009.bmp
8430,98,data\CMATERdb\IsolatedTest\98\bcc000010.bmp
8426,98,data\CMATERdb\IsolatedTest\98\bcc000006.bmp
8432,98,data\CMATERdb\IsolatedTest\98\bcc000012.bmp
8434,98,data\CMATERdb\IsolatedTest\98\bcc000014.bmp
8435,98,data\CMATERdb\IsolatedTest\98\bcc000015.bmp
8436,98,data\CMATERdb\IsolatedTest\98\bcc000016.bmp
8437,98,data\CMATERdb\IsolatedTest\98\bcc000017.bmp
8438,98,data\CMATERdb\IsolatedTest\98\bcc000018.bmp
8439,98,data\CMATERdb\IsolatedTest\98\bcc000019.bmp
8440,98,data\CMATERdb\IsolatedTest\98\bcc000020.bmp
8441,98,data\CMATERdb\IsolatedTest\98\bcc000021.bmp
8442,98,data\CMATERdb\IsolatedTest\98\bcc000022.bmp
8443,98,data\CMATERdb\IsolatedTest\98\bcc000023.bmp
8431,98,data\CMATERdb\IsolatedTest\98\bcc000011.bmp
8504,99,data\CMATERdb\IsolatedTest\99\bcc000035.bmp
8503,99,data\CMATERdb\IsolatedTest\99\bcc000034.bmp
8502,99,data\CMATERdb\IsolatedTest\99\bcc000033.bmp
8497,99,data\CMATERdb\IsolatedTest\99\bcc000028.bmp
8500,99,data\CMATERdb\IsolatedTest\99\bcc000031.bmp
8499,99,data\CMATERdb\IsolatedTest\99\bcc000030.bmp
8498,99,data\CMATERdb\IsolatedTest\99\bcc000029.bmp
8501,99,data\CMATERdb\IsolatedTest\99\bcc000032.bmp
8505,99,data\CMATERdb\IsolatedTest\99\bcc000036.bmp
8510,99,data\CMATERdb\IsolatedTest\99\bcc000041.bmp
8507,99,data\CMATERdb\IsolatedTest\99\bcc000038.bmp
8508,99,data\CMATERdb\IsolatedTest\99\bcc000039.bmp
8509,99,data\CMATERdb\IsolatedTest\99\bcc000040.bmp
8496,99,data\CMATERdb\IsolatedTest\99\bcc000027.bmp
8511,99,data\CMATERdb\IsolatedTest\99\bcc000042.bmp
8512,99,data\CMATERdb\IsolatedTest\99\bcc000043.bmp
8513,99,data\CMATERdb\IsolatedTest\99\bcc000044.bmp
8514,99,data\CMATERdb\IsolatedTest\99\bcc000045.bmp
8515,99,data\CMATERdb\IsolatedTest\99\bcc000046.bmp
8516,99,data\CMATERdb\IsolatedTest\99\bcc000047.bmp
8517,99,data\CMATERdb\IsolatedTest\99\bcc000048.bmp
8506,99,data\CMATERdb\IsolatedTest\99\bcc000037.bmp
8495,99,data\CMATERdb\IsolatedTest\99\bcc000026.bmp
8489,99,data\CMATERdb\IsolatedTest\99\bcc000020.bmp
